"TERYT Powiatu";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY POLEXIT";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI"
260800;"pińczowski";"świętokrzyskie";10;41;41;"32,40";"0,94";"59,38";"40,62";"0,00";"99,06";"16,45";"3,51";"17,94";"13,25";"0,18";"0,27";"0,05";"47,89";;"0,46";
260900;"sandomierski";"świętokrzyskie";10;89;89;"35,26";"0,71";"71,52";"28,48";"0,00";"99,29";"16,44";"3,71";"17,53";"13,72";"0,26";"0,25";"0,08";"47,54";;"0,48";
261000;"skarżyski";"świętokrzyskie";10;63;63;"37,81";"0,52";"56,76";"43,24";"0,00";"99,48";"27,14";"5,26";"13,47";"11,15";"0,24";"0,22";"0,11";"41,78";;"0,63";
261100;"starachowicki";"świętokrzyskie";10;70;70;"36,35";"0,53";"63,36";"36,64";"0,00";"99,47";"23,64";"4,13";"11,84";"12,86";"0,23";"0,19";"0,08";"46,27";;"0,76";
261200;"staszowski";"świętokrzyskie";10;92;92;"35,58";"0,74";"58,39";"41,61";"0,00";"99,26";"12,86";"2,70";"14,20";"13,47";"0,27";"0,26";"0,06";"55,58";;"0,61";
261300;"włoszczowski";"świętokrzyskie";10;42;42;"36,21";"0,80";"57,69";"42,31";"0,00";"99,20";"9,64";"3,02";"19,48";"14,89";"0,12";"0,14";"0,05";"52,27";;"0,39";
266100;"Kielce";"świętokrzyskie";10;95;95;"46,57";"0,41";"49,63";"50,37";"0,00";"99,59";"34,33";"6,68";"13,25";"10,25";"0,16";"0,17";"0,07";"34,50";;"0,59";
280100;"bartoszycki";"warmińsko-mazurskie";3;56;56;"30,35";"1,20";"60,38";"39,62";"0,00";"98,80";"48,87";"2,72";"4,91";"10,06";"0,50";"0,31";;"31,75";;"0,89";
280200;"braniewski";"warmińsko-mazurskie";3;42;42;"29,42";"0,98";"62,50";"37,50";"0,00";"99,02";"45,24";"3,16";"6,12";"11,07";"0,63";"0,35";;"32,13";;"1,30";
280300;"działdowski";"warmińsko-mazurskie";3;78;78;"30,29";"1,07";"62,50";"37,50";"0,00";"98,93";"34,24";"3,05";"6,85";"9,82";"0,46";"0,34";;"44,20";;"1,04";
280400;"elbląski";"warmińsko-mazurskie";3;58;58;"29,09";"1,07";"61,48";"38,52";"0,00";"98,93";"42,49";"2,97";"7,33";"11,93";"0,62";"0,33";;"33,04";;"1,28";
280500;"ełcki";"warmińsko-mazurskie";3;58;58;"30,21";"0,84";"58,68";"41,32";"0,00";"99,16";"40,07";"4,13";"5,19";"13,71";"0,33";"0,31";;"35,46";;"0,80";
280600;"giżycki";"warmińsko-mazurskie";3;57;57;"35,01";"0,72";"62,73";"37,27";"0,00";"99,28";"47,30";"4,06";"6,50";"10,95";"0,47";"0,16";;"28,35";;"2,20";
280700;"iławski";"warmińsko-mazurskie";3;74;74;"31,99";"0,84";"63,30";"36,70";"0,00";"99,16";"39,50";"3,51";"7,50";"10,86";"0,65";"0,22";;"36,58";;"1,18";
280800;"kętrzyński";"warmińsko-mazurskie";3;59;59;"29,50";"0,75";"64,08";"35,92";"0,00";"99,25";"42,93";"4,32";"6,65";"11,88";"0,64";"0,28";;"32,18";;"1,13";
280900;"lidzbarski";"warmińsko-mazurskie";3;41;41;"31,77";"0,82";"65,00";"35,00";"0,00";"99,18";"50,93";"2,61";"4,40";"10,43";"0,39";"0,17";;"30,37";;"0,71";
281000;"mrągowski";"warmińsko-mazurskie";3;49;49;"33,95";"0,96";"56,00";"44,00";"0,00";"99,04";"45,89";"3,81";"6,15";"11,80";"0,44";"0,32";;"30,36";;"1,24";
281100;"nidzicki";"warmińsko-mazurskie";3;38;38;"29,97";"1,07";"74,68";"25,32";"0,00";"98,93";"36,11";"3,51";"5,59";"10,99";"0,52";"0,23";;"42,05";;"1,01";
281200;"nowomiejski";"warmińsko-mazurskie";3;59;59;"31,18";"0,86";"55,68";"44,32";"0,00";"99,14";"31,30";"2,84";"8,12";"11,26";"0,60";"0,26";;"44,45";;"1,19";
281300;"olecki";"warmińsko-mazurskie";3;36;36;"28,68";"0,95";"58,82";"41,18";"0,00";"99,05";"35,25";"3,11";"5,86";"19,72";"0,42";"0,17";;"34,46";;"1,00";
281400;"olsztyński";"warmińsko-mazurskie";3;159;159;"34,95";"0,81";"56,34";"43,66";"0,00";"99,19";"47,26";"5,40";"6,79";"11,45";"0,55";"0,25";;"27,04";;"1,26";
281500;"ostródzki";"warmińsko-mazurskie";3;101;101;"31,28";"0,79";"64,43";"35,57";"0,00";"99,21";"48,35";"3,64";"5,48";"10,07";"0,43";"0,27";;"30,79";;"0,96";
281600;"piski";"warmińsko-mazurskie";3;46;46;"29,84";"0,97";"68,29";"31,71";"0,00";"99,03";"34,33";"2,91";"6,66";"12,07";"0,41";"0,28";;"42,19";;"1,14";
281700;"szczycieński";"warmińsko-mazurskie";3;84;84;"31,98";"0,95";"63,64";"36,36";"0,00";"99,05";"36,22";"4,03";"9,43";"11,80";"0,41";"0,34";;"36,44";;"1,32";
281800;"gołdapski";"warmińsko-mazurskie";3;25;25;"29,09";"0,87";"66,00";"34,00";"0,00";"99,13";"44,92";"3,66";"6,67";"13,47";"0,53";"0,28";;"29,49";;"0,97";
281900;"węgorzewski";"warmińsko-mazurskie";3;29;29;"31,79";"0,69";"68,42";"31,58";"0,00";"99,31";"44,78";"5,59";"6,34";"11,05";"0,75";"0,16";;"29,55";;"1,79";
286100;"Elbląg";"warmińsko-mazurskie";3;62;62;"39,00";"0,57";"46,28";"53,72";"0,00";"99,43";"52,41";"4,17";"4,87";"8,28";"0,40";"0,30";;"28,64";;"0,94";
286200;"Olsztyn";"warmińsko-mazurskie";3;104;104;"44,67";"0,43";"48,54";"51,46";"0,00";"99,57";"52,05";"6,75";"5,88";"9,64";"0,36";"0,19";;"23,96";;"1,16";
300100;"chodzieski";"wielkopolskie";7;46;46;"36,24";"1,10";"64,79";"35,21";"0,00";"98,90";"41,43";"7,10";"10,04";"13,08";"0,65";"0,31";"0,34";"26,24";;"0,82";
300200;"czarnkowsko-trzcianecki";"wielkopolskie";7;83;83;"33,53";"0,85";"68,28";"31,72";"0,00";"99,15";"37,67";"5,67";"10,44";"14,51";"0,60";"0,33";"0,29";"29,73";;"0,76";
300300;"gnieźnieński";"wielkopolskie";7;128;128;"37,16";"0,85";"65,99";"34,01";"0,00";"99,15";"34,55";"10,08";"7,96";"14,59";"0,57";"0,36";"0,25";"30,84";;"0,79";
300400;"gostyński";"wielkopolskie";7;91;91;"32,94";"0,94";"69,66";"30,34";"0,00";"99,06";"25,05";"6,82";"8,80";"19,13";"0,71";"0,36";"0,35";"37,85";;"0,93";
300500;"grodziski";"wielkopolskie";7;32;32;"31,48";"0,94";"59,48";"40,52";"0,00";"99,06";"31,11";"4,96";"11,39";"15,28";"0,66";"0,28";"0,47";"34,51";;"1,33";
300600;"jarociński";"wielkopolskie";7;64;64;"33,60";"0,70";"71,88";"28,12";"0,00";"99,30";"29,37";"5,65";"9,54";"13,22";"0,66";"0,23";"0,20";"40,41";;"0,71";
300700;"kaliski";"wielkopolskie";7;99;99;"33,87";"0,70";"65,81";"34,19";"0,00";"99,30";"19,72";"4,18";"9,66";"16,21";"0,64";"0,15";"0,23";"48,60";;"0,61";
300800;"kępiński";"wielkopolskie";7;54;54;"36,45";"0,78";"57,72";"42,28";"0,00";"99,22";"32,39";"5,07";"8,18";"14,94";"0,50";"0,26";"0,17";"37,92";;"0,57";
300900;"kolski";"wielkopolskie";7;68;68;"34,09";"0,93";"61,72";"38,28";"0,00";"99,07";"20,30";"5,11";"7,59";"19,31";"0,52";"0,13";"0,13";"46,38";;"0,53";
301000;"koniński";"wielkopolskie";7;119;119;"32,25";"0,80";"59,25";"40,75";"0,00";"99,20";"20,91";"4,91";"7,84";"16,04";"0,74";"0,21";"0,20";"48,37";;"0,78";
301100;"kościański";"wielkopolskie";7;82;82;"34,74";"0,79";"62,20";"37,80";"0,00";"99,21";"35,25";"6,39";"9,56";"15,16";"0,66";"0,29";"0,26";"31,49";;"0,93";
301200;"krotoszyński";"wielkopolskie";7;73;73;"32,63";"0,96";"62,98";"37,02";"0,00";"99,04";"27,78";"6,08";"9,31";"14,79";"0,61";"0,20";"0,33";"39,97";;"0,93";
301300;"leszczyński";"wielkopolskie";7;51;51;"33,32";"0,80";"63,64";"36,36";"0,00";"99,20";"30,39";"6,68";"9,52";"19,93";"0,64";"0,23";"0,23";"31,71";;"0,67";
301400;"międzychodzki";"wielkopolskie";7;27;27;"32,96";"0,98";"63,74";"36,26";"0,00";"99,02";"38,09";"6,30";"11,65";"14,72";"0,55";"0,29";"0,37";"27,21";;"0,82";
301500;"nowotomyski";"wielkopolskie";7;56;56;"36,05";"0,81";"62,87";"37,13";"0,00";"99,19";"34,52";"6,56";"14,83";"12,47";"0,59";"0,32";"0,47";"27,39";;"2,85";
301600;"obornicki";"wielkopolskie";7;69;69;"36,09";"0,94";"68,00";"32,00";"0,00";"99,06";"35,48";"6,98";"15,59";"13,61";"0,70";"0,31";"0,32";"26,27";;"0,74";
301700;"ostrowski";"wielkopolskie";7;147;147;"37,78";"0,67";"63,26";"36,74";"0,00";"99,33";"34,76";"6,04";"7,73";"12,50";"0,58";"0,20";"0,22";"37,36";;"0,62";
301800;"ostrzeszowski";"wielkopolskie";7;70;70;"34,39";"0,78";"61,40";"38,60";"0,00";"99,22";"27,16";"4,22";"14,32";"14,85";"0,49";"0,23";"0,23";"37,81";;"0,71";
301900;"pilski";"wielkopolskie";7;124;124;"38,42";"0,68";"64,64";"35,36";"0,00";"99,32";"40,67";"7,36";"8,55";"13,93";"0,66";"0,22";"0,20";"27,77";;"0,65";
302000;"pleszewski";"wielkopolskie";7;72;72;"33,96";"0,88";"64,14";"35,86";"0,00";"99,12";"28,42";"4,57";"11,08";"14,09";"0,58";"0,25";"0,28";"39,97";;"0,75";
302100;"poznański";"wielkopolskie";7;252;252;"47,47";"0,51";"55,70";"44,30";"0,00";"99,49";"49,46";"8,64";"9,12";"11,95";"0,43";"0,21";"0,25";"19,13";;"0,82";
302200;"rawicki";"wielkopolskie";7;65;65;"32,72";"1,21";"67,03";"32,97";"0,00";"98,79";"31,76";"6,98";"9,51";"14,78";"0,81";"0,39";"0,31";"34,37";;"1,08";
302300;"słupecki";"wielkopolskie";7;65;65;"33,43";"0,93";"57,34";"42,66";"0,00";"99,07";"21,72";"6,99";"16,14";"15,09";"0,58";"0,30";"0,29";"38,31";;"0,59";
302400;"szamotulski";"wielkopolskie";7;61;61;"36,26";"0,85";"61,19";"38,81";"0,00";"99,15";"40,16";"6,63";"11,84";"13,48";"0,58";"0,33";"0,26";"26,02";;"0,70";
302500;"średzki";"wielkopolskie";7;55;55;"35,74";"0,78";"64,57";"35,43";"0,00";"99,22";"34,37";"7,58";"10,49";"15,37";"0,63";"0,35";"0,31";"30,19";;"0,71";
302600;"śremski";"wielkopolskie";7;47;47;"34,17";"0,79";"68,80";"31,20";"0,00";"99,21";"35,84";"8,49";"9,19";"14,54";"0,69";"0,27";"0,35";"29,84";;"0,79";
302700;"turecki";"wielkopolskie";7;74;74;"34,13";"0,81";"60,11";"39,89";"0,00";"99,19";"22,24";"5,52";"8,49";"14,64";"0,59";"0,22";"0,25";"47,29";;"0,77";
302800;"wągrowiecki";"wielkopolskie";7;79;79;"34,76";"1,04";"68,95";"31,05";"0,00";"98,96";"33,69";"8,74";"11,51";"13,86";"0,92";"0,29";"0,41";"29,64";;"0,95";
302900;"wolsztyński";"wielkopolskie";7;50;50;"33,65";"0,86";"58,73";"41,27";"0,00";"99,14";"32,62";"5,36";"13,34";"14,70";"0,70";"0,36";"0,31";"31,32";;"1,29";
303000;"wrzesiński";"wielkopolskie";7;72;72;"36,55";"0,66";"62,24";"37,76";"0,00";"99,34";"34,20";"5,90";"10,00";"15,22";"0,58";"0,21";"0,27";"32,77";;"0,84";
303100;"złotowski";"wielkopolskie";7;72;72;"32,94";"1,10";"62,96";"37,04";"0,00";"98,90";"37,63";"5,79";"10,52";"14,00";"0,66";"0,33";"0,25";"29,96";;"0,86";
306100;"Kalisz";"wielkopolskie";7;57;57;"43,20";"0,40";"56,45";"43,55";"0,00";"99,60";"43,55";"7,44";"8,21";"10,94";"0,51";"0,17";"0,13";"28,57";;"0,49";
306200;"Konin";"wielkopolskie";7;47;47;"40,82";"0,53";"64,66";"35,34";"0,00";"99,47";"39,01";"8,47";"6,29";"11,18";"0,50";"0,14";"0,09";"33,77";;"0,55";
306300;"Leszno";"wielkopolskie";7;34;34;"41,88";"0,57";"43,52";"56,48";"0,00";"99,43";"48,36";"9,74";"6,44";"12,59";"0,29";"0,15";"0,20";"21,67";;"0,56";
306400;"Poznań";"wielkopolskie";7;259;259;"50,92";"0,38";"50,94";"49,06";"0,00";"99,62";"51,30";"12,69";"7,58";"9,61";"0,32";"0,16";"0,16";"17,68";;"0,51";
320100;"białogardzki";"zachodniopomorskie";13;36;36;"30,61";"0,90";"71,58";"28,42";"0,00";"99,10";"45,26";"8,08";"4,36";"9,41";;"0,17";;"31,77";;"0,96";
320200;"choszczeński";"zachodniopomorskie";13;63;63;"32,18";"1,06";"78,05";"21,95";"0,00";"98,94";"38,10";"9,78";"6,40";"9,61";;"0,23";;"35,09";;"0,80";
320300;"drawski";"zachodniopomorskie";13;63;63;"31,41";"0,90";"74,59";"25,41";"0,00";"99,10";"42,93";"7,80";"7,05";"9,28";;"0,32";;"31,64";;"0,98";
320400;"goleniowski";"zachodniopomorskie";13;74;74;"34,84";"0,98";"67,44";"32,56";"0,00";"99,02";"42,56";"8,25";"6,57";"9,90";;"0,32";;"31,31";;"1,10";
320500;"gryficki";"zachodniopomorskie";13;59;59;"39,26";"0,68";"54,96";"45,04";"0,00";"99,32";"44,62";"7,97";"7,56";"7,21";;"0,24";;"31,61";;"0,79";
320600;"gryfiński";"zachodniopomorskie";13;85;85;"33,19";"0,80";"63,98";"36,02";"0,00";"99,20";"39,11";"6,96";"5,37";"10,24";;"0,30";;"37,11";;"0,93";
320700;"kamieński";"zachodniopomorskie";13;50;50;"41,70";"0,66";"57,01";"42,99";"0,00";"99,34";"45,48";"8,62";"6,96";"8,06";;"0,26";;"29,73";;"0,89";
320800;"kołobrzeski";"zachodniopomorskie";13;65;65;"45,07";"0,68";"66,67";"33,33";"0,00";"99,32";"46,82";"10,62";"7,07";"6,98";;"0,23";;"27,59";;"0,69";
320900;"koszaliński";"zachodniopomorskie";13;77;77;"38,28";"0,93";"62,50";"37,50";"0,00";"99,07";"44,50";"7,95";"6,04";"9,46";;"0,33";;"30,50";;"1,23";
321000;"myśliborski";"zachodniopomorskie";13;74;74;"31,56";"0,89";"69,85";"30,15";"0,00";"99,11";"40,87";"7,61";"5,49";"9,92";;"0,20";;"34,96";;"0,95";
321100;"policki";"zachodniopomorskie";13;58;58;"44,23";"0,55";"45,95";"54,05";"0,00";"99,45";"49,85";"9,38";"6,11";"10,51";;"0,25";;"22,83";;"1,08";
321200;"pyrzycki";"zachodniopomorskie";13;36;36;"32,76";"0,95";"66,67";"33,33";"0,00";"99,05";"32,00";"4,89";"6,96";"11,45";;"0,25";;"43,69";;"0,75";
321300;"sławieński";"zachodniopomorskie";13;73;73;"39,11";"0,73";"67,94";"32,06";"0,00";"99,27";"42,48";"7,86";"5,63";"8,75";;"0,29";;"34,03";;"0,96";
321400;"stargardzki";"zachodniopomorskie";13;105;105;"37,57";"0,75";"62,45";"37,55";"0,00";"99,25";"40,80";"8,70";"7,13";"9,74";;"0,27";;"32,26";;"1,09";
321500;"szczecinecki";"zachodniopomorskie";13;71;71;"33,05";"0,82";"64,94";"35,06";"0,00";"99,18";"40,71";"8,20";"4,42";"8,82";;"0,17";;"36,85";;"0,83";
321600;"świdwiński";"zachodniopomorskie";13;45;45;"31,60";"0,88";"62,63";"37,37";"0,00";"99,12";"39,62";"8,78";"6,22";"8,85";;"0,35";;"35,16";;"1,02";
321700;"wałecki";"zachodniopomorskie";13;46;46;"33,10";"0,92";"63,03";"36,97";"0,00";"99,08";"45,83";"9,87";"6,30";"8,64";;"0,27";;"28,00";;"1,09";
321800;"łobeski";"zachodniopomorskie";13;33;33;"29,82";"0,98";"69,23";"30,77";"0,00";"99,02";"43,52";"5,21";"7,28";"8,94";;"0,18";;"34,19";;"0,69";
326100;"Koszalin";"zachodniopomorskie";13;55;55;"42,72";"0,52";"54,29";"45,71";"0,00";"99,48";"48,88";"11,05";"5,95";"7,97";;"0,29";;"25,00";;"0,88";
326200;"Szczecin";"zachodniopomorskie";13;210;210;"46,80";"0,41";"49,44";"50,56";"0,00";"99,59";"47,97";"10,58";"5,59";"9,30";;"0,23";;"25,49";;"0,85";
326300;"Świnoujście";"zachodniopomorskie";13;27;27;"44,62";"0,50";"44,29";"55,71";"0,00";"99,50";"47,21";"12,69";"5,55";"8,93";;"0,26";;"24,59";;"0,78";
